Location,BHK,sq_ft,bath,balcony,Price
Balagere,2,1205,2,1,73.87
Yeshwanthpur,2,1164,2,2,64.08
Mahaganapathy Nagar,2,1410,2,2,73
Green View Layout,2,1150,2,1,42
Udayapur Village,2,1170,2,2,53.11
Hennur,2,1420,2,1,62
Panathur,2,1125,2,2,45
NRI Layout,3,1789,3,3,75
Hulimavu,2,1021,2,1,76
Ananth Nagar,2,1074,2,2,26.85
Kalena Agrahara,2,1222,2,3,48
Hennur Road,3,1981,3,1,134
Yelachenahalli,2,1103,2,2,55
Adugodi,2,1201,2,1,65
Sarjapur  Road,2,970,2,1,36
Sarjapur,2,920,2,2,33
Yeshwanthpur,3,1520,3,3,85
Chikkathoguru,3,675,3,2,75
Sonnenahalli,3,1268,2,1,75
Thippasandra,1,660,1,0,30
Harlur,3,1755,3,2,115
Hoskote,2,945,2,1,35
8th Phase JP Nagar,1,500,1,1,33
Harlur,4,2650,4,0,153.5
Bommenahalli,4,1632,3,0,140
Rachenahalli,2,1167,2,2,37.5
Domlur,2,1276,2,2,80
Thanisandra,2,1234,2,2,51
Lakshminarayana Pura,2,1180,2,1,75
ISRO Layout,3,1370,2,2,87
Chandapura,2,1015,2,2,25.88
RK Colony,9,1200,9,3,230
Electronic City,3,1400,3,1,90
Whitefield,5,1500,6,3,155
Bagalakunte,2,1050,2,0,40
Ramagondanahalli,2,1251,2,1,46
Yeshwanthpur,3,1677,3,3,92.13
Sarjapur  Road,2,1346,2,1,67.38
Electronic City Phase II,2,1090,2,1,31.48
2nd Stage Nagarbhavi,5,1200,4,3,240
Kanakapura,3,1290,2,3,51.1
Rajaji Nagar,5,7514,7,2,1500
Sarjapur  Road,3,1881,3,2,145
Garudachar Palya,2,1150,2,2,52
2 Bedroom Furnished Farm House in Kolar Road,2,1231,2,2,200
Sarjapur,3,2690,3,2,295
Kanakpura Road,3,1200,2,2,42
Rajapura,2,86.72,2,2,40
Dairy Circle,3,2735,4,2,340
Austin Town,2,950,2,0,65
Bommasandra Industrial Area,3,1491,3,3,40.5
Ramamurthy Nagar,2,1050,2,1,51.66
Hoodi,3,1660,3,2,131
Nagavarapalya,2,1134,2,2,55
Hebbal,2,1100,2,1,60
Magadi Road,4,800,4,3,60
Anekal,2,1200,2,1,36.1
Nagarbhavi,4,1200,4,3,240
kg halli jalhalli west,3,980,3,1,80
Vasatha Vallbha Nagar,2,1080,2,1,37.8
CV Raman Nagar,1,705,2,1,50
BAGUR ROAD,3,1200,2,2,35
Anandapura,2,1200,2,1,50
Talaghattapura,3,1804,3,2,127
Sidedahalli,2,750,2,0,20
Shanti Nagar,2,420,1,1,25
Malleshwaram,4,2800,4,2,252
Battarahalli,2,1090,2,2,38.37
R.T. Nagar,2,1500,2,0,230
Electronic City,3,1287,3,1,55
Thigalarapalya,3,2215,4,2,157
Kadubeesanahalli,4,2800,4,2,375
Sarjapur  Road,2,1045,2,2,42.15
Hormavu,2,1263,2,1,47.36
Whitefield,3,1431,3,2,85
Dommasandra,2,999,2,2,32.9
Vittasandra,3,1650,3,2,85.5
Lavakusha Nagar,3,1535,3,1,72
Marathahalli,4,2524,5,2,180
Kanakpura Road,3,1300,3,2,69
1st Block HRBR Layout,3,600,3,2,125
7th Phase JP Nagar,3,2095,3,2,150
Yelahanka New Town,1,284,1,1,8
Ananth Nagar,1,500,1,1,14
Nallurhalli,2,1265,2,2,68
Kudlu Gate,2,1215,2,1,44.96
Yelahanka New Town,2,2200,2,0,180
Electronics City Phase 1,2,1028,2,1,51
Hegde Nagar,3,1835,2,3,92
Munnekollal,3,1800,3,3,65
1st Phase JP Nagar,3,2077,3,3,175
Sarjapur  Road,4,2880,3,2,211
Balepet,6,499,5,0,89
Dasanapura,2,708,2,1,31.15
Basavangudi,2,1200,2,3,120
Hosakerehalli,2,925,2,1,46.25
Bannerghatta Road,3,2826,3,1,148
Kanakpura Road,1,381,1,0,33.66
Annasandrapalya,4,3500,4,0,150
Bileshivale,4,5400,4,2,250
9th Block Jayanagar,4,1000,5,2,200
Amruthahalli,3,1450,2,1,90
Kasavanhalli,2,1100,2,1,65
Kadubeesanahalli,2,1185,2,3,55
9th Phase JP Nagar,4,1900,4,2,80
TC Palaya,2,1200,2,1,70
Shettigere,1,660,1,1,35
Ambedkar Nagar,3,1920,4,2,121
Jalahalli,2,1200,2,0,130
Sarjapur  Road,4,3418,3,2,222
1st Phase JP Nagar,4,4550,2,1,240
Bhoganhalli,2,1205,2,1,68.32
Haralur Road,2,1200,2,2,46
Akshaya Nagar,3,1421,2,2,73
6th Phase JP Nagar,3,1250,3,3,48.9
Whitefield,1,524,1,1,29
HSR Layout,5,4200,3,2,245
Thubarahalli,3,1540,3,3,90
Sarjapur  Road,2,984,2,1,45.91
Rachenahalli,2,985,2,1,50.17
Whitefield,4,2830,4,3,161
Byrasandra,2,1140,2,3,60
5th Block Hbr Layout,5,3600,5,3,130
Begur Road,3,1410,2,3,44.42
Raja Rajeshwari Nagar,3,1700,2,2,86
Devanahalli,2,1230,2,0,62.425
Electronic City,4,1800,3,2,700
Dasarahalli,2,1333,2,1,86.65
Electronic City,2,1258,2,1,85.5
Dodda Nekkundi Extension,3,1458,2,2,87
Electronic City,2,1386,2,1,85
Electronic City Phase II,2,1140,2,1,32.92
 Electronic City,1,550,1,1,27
Lakshminarayana Pura,2,1200,2,3,83
Belathur,2,1081,2,1,39
Whitefield,4,2135,3,2,149
Whitefield,4,2500,4,0,100
Pampa Extension,2,1178,2,1,80
 Devarachikkanahalli,2,991,2,2,40
Gottigere,3,1493,2,3,90
Subramanyapura,3,2495,3,3,130
Kammasandra,2,1080,2,1,31.99
Dasanapura,2,814,2,1,53
Electronic City,2,1025,2,1,50
Bannerghatta Road,2,1115,2,1,61
Whitefield,4,3075,2,3,188
RMC YARD,7,1900,3,0,162
Whitefield,3,1760,3,2,160
Attur Layout,7,4000,8,1,150
Marathahalli,4,3090,4,2,350
Varsova Layout,4,2700,4,3,295
Hanumanth Nagar,2,1175,2,2,52.86
Hebbal,4,4235,5,3,364
KR Puram,2,1100,2,2,45
Banashankari Stage VI,8,1200,7,1,175
Banashankari,2,1450,2,2,50.75
6th Phase JP Nagar,3,1810,3,3,131
Gunjur Palya,3,1426,2,3,71
Sector 7 HSR Layout,3,2400,2,3,195
Kalyan nagar,2,1100,2,1,70
Electronic City Phase II,1,650,1,1,35
Old Madras Road,3,1350,3,2,47.25
Kaikondrahalli,2,900,2,1,27
Billekahalli,2,1360,2,3,110
Yeshwanthpur,1,674,1,1,36.85
Whitefield,3,1655,3,2,110
Cholanayakanahalli,2,1300,2,2,95
"Panathur Road, ",1,936,1,0,53
Kaverappa Layout,2,1277,2,2,92
Gkvk Layout,2,1200,2,1,54
Hormavu,2,1015,2,1,39.08
Budigere,2,1153,2,2,60
Kengeri,2,1035,2,1,51.5
KR Puram,5,3300,3,1,255
Uttarahalli,2,1150,2,1,46
Malleshwaram,2,1020,2,1,80
Old Madras Road,4,3630,6,0,212.5
8th Phase JP Nagar,2,1160,2,1,95
Bisuvanahalli,3,1075,2,1,31
Brookefield,2,1225,2,2,72
Benson Town,4,5000,5,3,950
Vivek Nagar,2,1600,2,1,160
Malleshwaram,2,600,1,0,90
Nagappa Reddy Layout,3,1350,3,2,60
Kanakpura Road,3,1300,3,1,69
Channasandra,2,830,2,1,36.28
Hennur Road,2,1155,2,1,69.18
Sarakki Nagar,4,3126,5,3,345
Jalahalli,2,905,2,2,55
Vijayanagar,3,1375,2,0,75
Rajankunte,3,1575,3,3,31.11
Electronic City,2,1140,2,2,33.84
Hormavu,3,1550,2,2,60
Kannamangala,2,957,2,1,55
9th Phase JP Nagar,2,890,2,2,45
KR Puram,4,3000,4,2,235
Electronic City,2,1070,2,1,55
Bendiganahalli,5,2400,5,1,150
Domlur Layout,4,2400,4,2,595
Rachenahalli,2,925,2,1,37
Kammasandra,2,1415,2,2,60
Mylasandra,1,500,2,0,80
Thanisandra,2,1225,2,1,37
Hennur Road,4,2000,4,0,90
Whitefield,1,840,1,1,57
Banashankari Stage III,9,1560,9,2,200
Thanisandra,3,1732,3,1,112
Parappana Agrahara,1,1200,1,0,45
Bhoganhalli,2,1260,2,1,69.9
Doddanakundi Industrial Area 2,2,1092,2,1,49
Kachanayakanahalli,2,827,2,0,34
Horamavu Banaswadi,2,1357,2,2,54
Chamrajpet,2,650,1,1,40
7th Phase JP Nagar,3,1370,2,1,54.79
Whitefield,3,1725,3,2,106
Jalahalli,2,1000,2,0,70
TC Palaya,1,1350,1,0,55
7th Phase JP Nagar,4,3200,4,2,350
Bellandur,3,1717,3,2,110
Kanakpura Road,2,700,2,1,34
Shanthi Pura,2,800,2,1,32
Rajaji Nagar,3,2367,4,3,340
Sonnenahalli,3,1415,2,1,65
7th Phase JP Nagar,3,1976,3,1,145
Kambipura,2,883,2,1,37.01
Yelahanka,1,700,1,1,38
Sarjapur,3,1445,3,1,50
Battarahalli,3,2082,3,2,104
HSR Layout,2,1140,2,2,46
Thanisandra,2,933,2,1,66
NRI Layout,4,800,5,1,95.5
Electronic City Phase II,2,1155,2,1,57
Whitefield,2,1130,2,1,36
Bannerghatta,2,1200,2,2,73.2
Basaveshwara Nagar Yelahanka,2,1055,2,1,43
Rajaji Nagar,3,1555,3,2,125
Bellandur,3,1420,3,2,62
Viviani Road,3,2214,3,2,350
Devanahalli,1,658,1,1,26.91
Bhoganhalli,2,896.9,2,1,78.74
Giri Nagar,4,4000,3,2,750
KR Puram,2,1035,2,2,40
Whitefield,4,2064,5,2,225
Keshava Nagar,3,1839,3,3,160
Begur Road,2,1200,2,2,44
Yelahanka New Town,1,488,1,1,20
Banashankari Stage II,3,1200,2,1,198
Sampangirama Nagar,5,2760,5,3,140
Gunjur Palya,2,993,2,2,42
Hoodi,2,1225,2,1,45
TC Palaya,2,900,2,0,55
Electronic City,9,1200,13,2,150
Sompura,2,825,2,1,32
Bellandur,4,3596,4,2,359
Hosahalli Extension,6,1350,4,1,203
Electronic City Phase II,3,1800,3,3,92
Shankarapuram,2,925,2,1,100
Kanakpura Road,2,1167,2,1,63
Sarjapur,2,1150,2,1,41
Byatarayanapura,1,650,1,1,50
Sarjapur  Road,1,675,1,1,27
Doctor Layout Rayasandra,2,2260,3,1,90
Anwar Layout,1,660,1,0,32.39
Whitefield,3,4800,4,2,600
Yelahanka New Town,2,1100,2,1,58
Pillanna Gardens,2,550,1,1,20
Uttarahalli,3,1330,2,1,58
Koramangala,2,1320,2,1,160
Ulsoor,3,1685,4,2,185
Ullal Uppanagar,6,2400,5,2,75
Banashankari,3,1770,3,3,108
Prithvi Layout,3,2100,3,3,125
Pai Layout,2,1000,2,3,42
Banashankari Stage VI,4,600,5,1,105
Ramamurthy Nagar,4,2916,5,1,230
Kanakpura Road,3,1419.59,2,1,65
Kodihalli,3,1400,3,2,81
Horamavu Agara,2,750,2,1,37.49
Bannerghatta,2,1070,2,1,87
Kannamangala,3,1536,3,1,107
Koramangala,3,1710,3,2,210
JP Nagar,3,2400,3,3,196
Sarjapur  Road,3,1618,2,2,102.92
Electronic City,2,1342,2,1,72
Chandra Layout,3,1600,3,2,130
Kanakapura,1,938,1,1,50
Budigere,3,1820,3,2,99
Bhoganhalli,4,2439,4,3,170
Kanakpura Road,3,1665,3,2,78
Basavangudi,3,1850,3,2,150
Bommanahalli,2,1091,2,1,40
Sarjapur  Road,2,1346,2,1,74.03
Rajaji Nagar,3,1720,3,2,224
Brookefield,4,3675,4,3,176
JP Nagar,2,1060,2,2,33.95
Whitefield,2,1059,2,1,57
Hebbal,2,1299,2,1,97
Yelahanka,3,1491,3,2,85
Basaveshwara Nagar,2,1200,2,2,85
Yelahanka,4,2088,5,0,110
Hulimavu,1,581,1,1,29
 Devarabeesana Halli,2,1296,2,2,70
Doctors Layout,2,1125,2,1,55
Electronic City,3,1275,3,1,70
Kothanur,2,1095,2,2,55
Sarjapur  Road,5,10000,4,2,975
Old Madras Road,2,1330,2,2,74
Marathahalli,2,1135,2,2,60
Whitefield,1,516,1,1,39
Doddanakundi Industrial Area 2,2,1194,2,1,51
Banaswadi,5,2250,5,2,240
Electronic City,2,770,1,1,38
Sarjapur  Road,4,3930,5,2,330
Chikkalasandra,3,1355,3,2,54.2
Abbigere,8,3000,8,0,150
Harlur,4,2569,4,1,175
Hebbal,4,3758,4,2,450
Whitefield,2,1116,2,3,51.91
Bhoganhalli,3,1707,3,2,115
AECS LAYOUT A-BLOCK Singasandra,5,1200,5,1,225
Sultan Palaya,2,1070,2,2,49
Whitefield,4,6000,4,2,410
Tumkur Road,3,1240,2,1,83
JP Nagar,2,1300,2,1,91.65
Ambalipura,2,1700,2,2,76
Yeshwanthpur,3,1383,2,2,76.18
Banashankari Stage I,5,3000,4,3,170
Electronic City,2,1200,2,1,34.65
Hulimavu,2,935,2,3,45
Thigalarapalya,3,2072,4,2,151
Ramanjaneyanagar,4,2200,3,1,225
Jalahalli,1,615,1,1,46
KR Puram,2,1116,2,1,45
Whitefield,3,1639,3,2,107
Marathahalli,3,1839,3,2,130
Byatarayanapura,2,1300,2,2,63
Horamavu Agara,1,625,1,1,27
Thanisandra,1,933,1,1,61
Hosur Road,3,2289,3,3,180
Ramamurthy Nagar,3,2316,3,0,125
Electronic City,2,1005,2,1,39.77
Horamavu Agara,2,1080,2,1,38
Munnekollal,7,1200,5,3,185
Vishwapriya Layout,2,910,2,3,36
Hormavu,2,1200,2,0,73
Electronic City,2,1110,2,1,39.9
Kothanur,2,1142,2,2,56
2nd Stage Nagarbhavi,5,4000,4,3,240
Hormavu,3,1800,3,1,204
AECS Layout,2,1005,2,1,55
3rd Block Banashankari,3,1626.6,3,1,133
Kothanur,2,1074,2,2,54
Basavangudi,2,1230,2,0,80
Electronic City,2,660,1,1,23
Coconut Grove Layout,2,1007,2,2,48
2nd Block Hrbr Layout,4,1050,6,1,74
Whitefield,3,1820,3,2,113
Basapura,2,1100,2,1,60
Anjappa Layout,2,1348,2,0,100
Kasavanhalli,2,1230,2,2,66.25
Horamavu Agara,3,1176,2,1,37.62
Uttarahalli,3,1590,3,2,57
Frazer Town,2,1200,2,1,78
"Off Sarjapur Road, ",2,1298,2,1,65
Hosa Road,2,1161,2,1,55.15
Himagiri Meadows,4,1350,4,0,175
4th Block HBR Layout,5,1200,5,2,138
Kothanur,2,1285,2,1,60
Electronic City,3,1644,3,2,92.59
Kasavanhalli,3,1819,3,1,150
1st Phase JP Nagar,2,1205,2,1,85
Basavangudi,3,2350,3,3,300
Uttarahalli,2,1050,2,1,42
Raja Rajeshwari Nagar,2,1270,2,2,62
9th Phase JP Nagar,3,1240,2,2,39.89
Jigani,3,1221,3,3,70
Hoysalanagar,3,840,2,2,35
Kanakpura Road,2,1339,2,2,63
Thigalarapalya,4,4303,5,2,300
Haralur Road,2,1315,2,1,85
Raja Rajeshwari Nagar,2,1250,2,2,68
Bisuvanahalli,2,850,2,1,27
7th Phase JP Nagar,3,1600,2,2,110
Electronic City,2,1250,2,1,62
Motappa Layout,3,1312,2,1,56.5
Kadugodi,4,3000,4,0,134
Electronic City Phase II,2,1300,2,2,28
Whitefield,3,1990,3,3,98
Medahalli,2,760,2,2,38.5
Ambedkar Nagar,4,5000,4,2,536
Kadugodi,3,1614,2,2,59
Judicial Layout,4,1500,3,2,162
Basava Nagar,3,1182,2,1,60.1
Avalahalli,2,1053,2,1,46.29
6th Phase JP Nagar,1,750,1,1,105
Gubbalala,3,2000,3,3,125
Electronic City Phase II,3,1940,4,3,116
Hennur Road,3,1590,3,2,105
Chennammana Kere,2,1035,2,2,52.79
Kothanur,2,1075,2,2,53
TC Palaya,2,900,2,0,55
Raja Rajeshwari Nagar,3,1260,2,1,62
Prashanth Nagar,6,1200,5,0,260
Thanisandra,3,1702,3,2,107
Bisuvanahalli,3,1080,2,2,65
Kasavanhalli,2,1189,2,1,45
Tumkur Road,2,1035,2,1,39
Hennur Road,2,1200,2,1,36
Mahalakshmi Layout,8,4482,6,2,852
Michael Palaya,3,1200,3,0,200
Kanakpura Road,3,1300,3,1,69
Yelahanka,2,1330,2,1,93.65
Kaggalipura,3,1210,2,1,65
Chikkalasandra,3,1350,2,2,54.2
Kaval Byrasandra,3,1900,2,2,65
Ambedkar Nagar,3,1935,4,2,125
Doddanakundi Industrial Area 2,3,1410,3,3,90
Narayanapura,2,1469,2,2,99.14
Varthur,2,986,2,1,30
RBI Layout,3,1460,2,2,87
Chandra Layout,3,1260,2,2,85.05
Chandapura,3,1345,2,2,39.5
Panathur,2,980,2,1,57
Kudlu Gate,2,1164,2,2,75
Subramanyapura,2,929,1,2,51
Kundalahalli,2,1065,2,1,70
Budigere,2,1150,2,0,56.725
Lakshmiamma Garden,3,3000,3,1,265
Electronic City,2,1020,2,1,30.27
Gunjur,3,1362,3,1,62.63
Yeshwanthpur,1,672,1,1,36.85
Brookefield,3,1746,3,3,115
Electronic City,2,1025,2,1,29.6
Harlur,2,1532,2,1,65
Guni Agrahara,3,1200,2,2,120
Ganga Nagar,2,1250,2,2,65
Thanisandra,2,1188,2,1,39
Whitefield,4,3565,4,0,218
Marathahalli,2,1170,2,2,85
BEL Road,3,1800,3,2,150
Madavara,2,1000,2,1,35
Cooke Town,3,2600,3,1,375
Nagarbhavi,5,1200,4,3,240
Kasturi Nagar,4,2507,4,2,155
Babusapalaya,2,1061,2,1,34
KR Puram,2,1290,2,2,69
Sarjapur,2,1200,2,1,42.6
Bharathi Nagar,2,1120,2,2,39.29
Electronic City,1,418,1,1,12
Sarjapur,3,1333,3,1,50
Sarjapur  Road,3,1691,3,2,119
Thanisandra,1,684,1,0,34.355
Koramangala,3,1700,3,3,250
Thanisandra,3,2030,4,1,125
Balagere,2,1012,2,1,70
Kudlu,3,1245,2,1,60
7th Phase JP Nagar,3,1765,3,2,118
Gottigere,2,1110,2,2,36.25
Akash Nagar,2,967,2,1,47.8
Sarjapur,2,1044,2,2,36
Brookefield,3,1518,3,3,80
KR Puram,3,1300,2,2,57
Seetharampalya,3,1798,3,3,73
KR Puram,2,866.28,2,0,36.38
Whitefield,4,3410,5,3,253
Singasandra,2,1179,2,2,56
Rajaji Nagar,5,3600,5,2,510
Uttarahalli,2,1125,2,1,48
Cambridge Layout,3,2098,3,1,210
3rd Phase JP Nagar,3,2400,3,1,270
Haralur Road,3,1976,3,2,92
5th Phase JP Nagar,2,1190,2,2,61.8
cooketown,3,1800,3,3,192
Jakkur,3,1761,3,1,84.52
Cooke Town,3,1700,3,3,120
Ramamurthy Nagar,4,900,4,1,70
Electronic City,2,1128,2,1,64.8
5th Stage BEML Layout,3,2000,3,2,85
Electronic City,3,1220,2,1,35.25
Shauhardha Layout,1,509,1,1,20
Ambedkar Nagar,3,1852,4,2,122
Varthur,2,1045,2,1,40.65
Kaverappa Layout,4,3535,4,2,215
Marathahalli,2,1102,2,2,53.67
Omkar Nagar,4,1800,3,2,82
Hebbal Kempapura,3,1436,2,2,75
Chikkadunnasandra,3,1397,2,2,52
Kothanur,2,1140,2,2,56
Balagere,1,645,1,1,55
Bank Of Baroda Colony,5,2350,5,2,325
Nagarbhavi,3,1200,3,2,225
Bhoopsandra,3,2050,3,2,135
Sarjapur  Road,2,1335,2,1,95
Thirumenahalli,2,2100,1,1,200
Hebbal,3,1255,3,2,77.68
Thanisandra,2,1140,2,1,59
Hosakerehalli,3,2376,3,1,240
Thanisandra,1,663,1,1,46
Victoria Layout,2,1276,2,0,146
Kanakpura Road,3,1450,3,3,60.9
Kodichikkanahalli,3,1400,3,3,66
Divya Unnathi Layout,2,1339,2,1,53.56
Electronic City,3,1220,2,1,35.23
Malleshwaram,3,2200,3,2,275
Harohalli,2,1305,2,2,52
Green Glen Layout,3,1740,3,3,80
Anekal,2,680,1,1,21
Bannerghatta Road,2,1154,2,2,47
Munnekollal,2,1200,2,2,40
Hennur,2,1155,2,2,54.5
Sarjapur  Road,3,1525,2,3,63
Giri Nagar,1,600,1,1,125
Hebbal,4,2470,5,2,192
Padmanabhanagar,2,1100,2,1,60
Hormavu,2,1250,2,2,65
Kothanur,2,1400,2,1,70
Ittamadu,3,1600,3,2,100
Electronic City,2,1060,2,1,55
Horamavu Banaswadi,2,1272,2,2,50
Kanakpura Road,2,1296,2,2,105
Dollars Colony,4,2100,3,2,280
Karuna Nagar,3,1945,3,3,115
Chandapura,3,1033,2,2,30.47
Stage-4 Bommanahalli,3,2300,2,2,69
Gunjur Palya,2,1235,2,2,52.76
3rd Block Koramangala,3,2100,3,1,270
2nd Phase JP Nagar,2,850,2,1,42.5
Subramanyapura,3,1880,3,2,110
1st Block Jayanagar,4,2450,4,2,368
Kenchenahalli,2,1060,2,2,52
Hennur Road,3,2041,3,3,138
Hulimavu,2,1050,2,2,125
Vasanthapura,2,1037,2,1,36.28
"Electronic city phase 1, ",2,1150,2,1,39
LB Shastri Nagar,2,1184,2,1,62
Sarjapur  Road,3,1680,3,2,126
Thanisandra,3,1411,3,2,100
Hosa Road,5,900,5,0,55
Kanakpura Road,2,900,2,2,41
Jakkur Plantation,4,3500,4,3,320
Thanisandra,3,1702,3,2,120
Yelahanka,2,1185,2,2,45
Kanakpura Road,3,1300,3,1,64
Lavakusha Nagar,3,1545,3,2,65
6th Phase JP Nagar,3,1515,2,2,135
Jigani,3,1300,3,3,55
JP Nagar,2,1107,2,1,57
Old Madras Road,3,1720,3,2,106
Kuvempu Nagar,3,1540,3,2,150
Bannerghatta Road,2,1000,2,1,44.5
Electronic City,1,710,1,1,40.42
Thanisandra,2,1100,2,1,38
Sri Balaji Krupa Layout,4,3200,4,0,270
Domlur Layout,2,900,2,2,160
Bannerghatta Road,2,1250,2,0,48
Kaggadasapura,5,2400,4,3,130
Hegde Nagar,3,1584.01,3,1,104
Vasanth nagar,4,875,4,0,150
Kammasandra,4,1200,6,3,60
Kaggadasapura,3,1485,2,2,70
Hennur Road,3,1100,2,1,78
8th Phase JP Nagar,2,1245,2,1,59
Hennur Road,4,1880,4,0,154
Frazer Town,3,2214,3,3,350
Anathanagar,2,1050,2,2,45
Vishveshwarya Layout,4,600,4,2,95
Bannerghatta Road,3,1640,3,2,105
Basavanapura,2,1165,2,1,65
Kengeri Satellite Town,2,1110,2,1,43
vinayakanagar,7,1200,5,2,200
St. John's Road,4,4000,4,2,630
Uttarahalli,4,4500,4,0,150
Jaraganahalli Jp Nagar Post,4,600,4,3,65
Haralur Road,2,1300,2,2,75
adigondanhalli,2,1200,1,0,42
Yelahanka,2,1200,2,2,12.75
Hennur Road,2,1232,2,1,69.61
Jalahalli,3,1704,3,2,94.36
7th Phase JP Nagar,3,1275,2,2,88
Sarjapur  Road,3,1222,2,1,68
Varthur,2,1155,2,2,39
Electronic City,2,1000,2,1,29.95
Horamavu Banaswadi,2,1200,2,1,45
Yelahanka,3,1517,3,2,71.28
Horamavu Agara,2,1166,2,1,37.29
Electronic City,2,870,2,2,24
5th Phase JP Nagar,5,4000,5,2,170
Rajaji Nagar,4,1350,4,1,230
Yelahanka,4,3019,6,2,190
Whitefield,3,1345,3,1,58
Dommasandra,3,900,3,1,75
EPIP Zone,4,3800,5,2,170
Chandapura,3,971,2,2,38
Hennur,2,1255,2,1,52.32
EPIP Zone,2,1810,2,2,65
"Whitefield, ",2,1300,2,1,58
Thanisandra,2,1185,2,2,45
Pattandur Agrahara,2,1350,2,3,68
Budigere,3,1510,3,0,76.16
Thyagaraja Nagar,7,3000,6,3,180
Brookefield,4,1560,3,2,149
Somasundara Palya,3,1650,3,2,126
Off Bannergatta Road,3,1645,3,2,87
Hennur Road,3,1748,3,2,103
Channasandra,3,1200,3,1,67.77
Kengeri Satellite Town,2,1170,2,3,50
Sarjapur  Road,4,3420,4,2,225
Hulimavu,3,1320,2,2,65
Bhoganhalli,3,1610,3,2,84.53
Frazer Town,3,1870,3,3,180
Sarjapur  Road,3,1510,2,1,110
Kammagondahalli,6,2700,7,3,110
Kanakapura  Rod,3,1305,2,1,45.68
Mahadevpura,3,1500,2,1,70
Indira Nagar,2,1149,2,1,130
Thanisandra,4,1948,4,2,129
Margondanahalli,3,1448,3,1,70
Sarjapur  Road,2,1242,2,1,78
Sonnenahalli,2,1268,2,1,58
Ramamurthy Nagar,2,1101,2,1,50
Kallumantapa,2,1255,2,3,65
Gunjur,3,1362,3,1,62.63
Sarjapur  Road,3,984,3,2,140
Hosa Road,2,1089,2,1,32.67
Byrathi Village,2,800,1,3,95
Uttarahalli,3,1345,2,1,57
Thanisandra,8,3600,9,3,125
Krishna Nagar,4,1650,2,1,140
Kaggalipura,2,950,2,1,45
HBR Layout,2,1068,2,1,43
Yelahanka New Town,2,860,1,2,31
Kengeri,8,3000,5,2,130
Yelahanka,3,1756,3,2,66.73
Whitefield,2,1205,2,1,41
Hoodi,8,1120,8,2,155
Banashankari,3,1800,3,2,125
Ashok Nagar,4,8321,5,2,2912
Hormavu,3,1604,3,0,68
Old Airport Road,4,2732,4,3,204
Chandapura,2,1015,2,2,25.88
Banashankari,3,1200,2,2,42
Ananth Nagar,2,1010,2,2,38
Nagarbhavi,2,1250,3,0,170
Doddakallasandra,2,1010,2,1,41
Yelahanka,2,1050,2,2,33.1
Harlur,3,1710,3,2,85
Mysore Road,3,1248.52,3,2,115
Attibele,1,410,1,1,10
Bannerghatta Road,3,1656,2,1,62.93
Naganathapura,3,1451,3,1,68
Giri Nagar,6,1200,3,0,175
JP Nagar,2,1250,2,2,93
Meenakunte,3,4395,3,3,240
Hebbal,4,4600,6,2,650
Sonnenahalli,3,1340,2,3,42
Abbaiah Reddy Layout,2,1100,2,2,38.5
Whitefield,4,6000,6,2,700
 Devarachikkanahalli,3,1700,3,1,71
Yelahanka,6,1200,5,0,150
KR Puram,2,1096,2,1,43
Electronic City Phase II,2,1160,2,1,33.5
"Sarjapur Road, ",3,1936,3,2,139
Nehru Nagar,3,1269,2,2,63
Richmond Road,3,3500,3,1,630
Panathur,3,1586,3,1,125
Rajaji Nagar,2,1376,2,1,124
Kanakpura Road,3,1452,3,3,56.5
Hosa Road,3,1538,3,1,107
Hosur Road,3,1427,2,1,130
Upadhyaya Layout,2,935,2,0,40
Ashwath Nagar,2,1220,2,3,65
Harlur,2,1197,2,1,77
Varthur,2,674,1,1,19.9
Kengeri,1,410,1,1,15
Thanisandra,3,1573,3,1,90
Dodda Nekkundi,2,1135,2,2,58
Huskur,3,1400,2,1,40.43
Agrahara Dasarahalli,1,1200,1,0,65
Ittamadu,3,1800,3,0,95
Avalahalli,3,2045,3,2,108
Sonnenahalli,2,1268,2,1,56
Kambipura,2,883,2,1,39
Yelahanka,3,1600,3,3,100
Thanisandra,2,1056,2,2,70
Jigani,10,1200,11,2,105
Whitefield,4,4500,4,3,330
KR Puram,2,1204,2,3,58
Tejaswini Nagar,3,1410,2,3,54
Hennur Road,2,1460,2,3,80.3
Dodda Nekkundi,2,1100,2,3,41.18
Govindapura,2,1310,2,3,88
Sector 2 HSR Layout,3,1600,3,3,90
Lottegolla Halli,2,1250,2,3,55
Sarjapur  Road,3,1665,3,3,74.93
Uttarahalli,3,1345,2,3,57
Hosahalli Extension,5,2000,5,3,240
Singasandra,2,1416,2,3,67
HSR Layout,2,1145,2,3,46
Munnekollal,10,7200,10,3,200
Jigani,3,1231,3,3,58
Yelahanka,3,1664,3,3,73.95
TC Palaya,3,2000,3,1,76
Rajiv Nagar,2,972,2,2,43
3rd Phase JP Nagar,4,4500,4,3,345
Bellandur,2,1185,2,1,47.39
Green Glen Layout,3,1750,3,2,81
Byadarahalli,3,3155,4,2,316
Balagere,2,1007,2,1,68
Rajaji Nagar,3,1700,3,2,200
Whitefield,2,1250,2,2,85
Telecom Layout,2,1200,2,1,54
Horamavu Agara,2,994,2,1,42.28
Ramamurthy Nagar,2,1150,2,2,40
